Date,Precip Mean (in),Precip Std (in),UV Index Mean,UV Index Std,Sea Level Pressure Mean,Sea Level Pressure Std,Max Air Temp Mean (F),Max Air Temp Std (F),Min Air Temp Mean (F),Min Air Temp Std (F),Avg Air Temp Mean (F),Avg Air Temp Std (F),Avg Humidity Mean (%),Avg Humidity Std (%),Wind Speed Mean (mph),Wind Speed Std (mph),Location,Production
2010-01-31,0.08411290322580645,0.1501236273696571,0.15102472646900159,0.09244314079338839,0.31506233131988176,0.05264250961329309,54.77972350230415,5.71466833816437,39.490092165898616,3.2699137048981566,45.93761520737327,4.4232810887424225,88.16186635944702,4.629391956508665,4.263306451612903,1.9791042152003153,CA,55000.0
2010-02-28,0.0775,0.12259255762559644,0.2665843249135992,0.10141848477073152,0.3998292544109277,0.0515078741991383,60.862946428571426,4.3340163486063075,42.62589285714286,3.115622835768461,51.224553571428565,2.3524501661163484,85.72321428571429,3.12089677706932,3.875,1.3953378059067247,CA,55000.0
2010-03-31,0.02316244239631336,0.058168496335015175,0.49930976585911147,0.12319598943007147,0.3218707351852192,0.07158088455390679,66.65115207373272,7.516172013779926,39.75466589861751,3.7090481237300317,53.08876728110599,4.4898446017594225,69.67281105990783,9.26541667461686,4.770449308755761,1.4492451881486292,CA,55000.0
2010-04-30,0.06345833333333334,0.14008336623998738,0.5905666504302647,0.181362117435891,0.3514165559982293,0.0811933291008595,68.33708333333334,7.577927398478374,42.75666666666667,4.113719860655811,55.486250000000005,5.266357266437456,67.43333333333334,8.244298796360923,5.05875,1.4361749890378719,CA,59000.0
2010-05-31,0.008104838709677417,0.017600517770976272,0.7617566140891566,0.12403759267096055,0.33646672908978525,0.09516372713251157,76.38749999999999,6.710604170515001,47.235138248847925,4.148557228795367,62.45023041474654,4.9675070856335575,51.38940092165899,9.074576951022364,5.438824884792627,1.5002824966228965,CA,59000.0
2010-06-30,0.0031904761904761898,0.010417031426876559,0.8740418589907144,0.03748803620098728,0.4901188895212799,0.15237912417449928,88.8670238095238,5.836433763956052,57.213035714285716,5.266967741358551,74.00940476190476,5.2242980104591785,44.35059523809524,7.293738161234561,6.347023809523809,1.4571112637033472,CA,59000.0
2010-07-31,0.0017799539170506903,0.009648640667601805,0.8491533501982412,0.03637613044761439,0.6036101370248652,0.0837958484384607,94.34596774193548,3.6643830038991374,60.48822964669739,4.1647777342745265,77.68680875576037,3.625017495777015,46.40610599078341,4.061731266205048,5.065841013824885,0.4190958293600226,CA,58000.0
2010-10-31,0.04471774193548386,0.07243223102595867,0.39945664169852224,0.0967474323318337,0.5056425603270481,0.12855009624943228,77.83289170506912,9.268691926967419,52.26077188940092,6.7081336190092955,62.67021889400922,6.417496187001759,63.213517665130574,11.111234311455808,3.9818548387096775,1.297075390982526,CA,60500.0
2010-12-31,0.14859447004608295,0.23259763028599145,0.15251219039538258,0.0889892235293219,0.3894957803195819,0.10729471705965157,57.97718894009217,4.6011047482390754,42.30990783410138,6.368680338298227,49.936290322580646,4.272725216951112,87.2586405529954,6.26445924545125,4.17016129032258,1.9790245846001036,CA,60500.0
2011-01-31,0.03991935483870968,0.11636147678493038,0.14494916958660026,0.08468174262629882,0.29974724756886434,0.0637548811433121,52.289746543778804,5.979514525087085,38.943145161290325,4.193032214665877,44.92540322580645,3.488680331728494,91.15898617511522,5.134731003208705,3.2923387096774195,1.0565996828434818,CA,60500.0
2011-02-28,0.04549107142857143,0.11266569037510228,0.364008535708487,0.09617112813804811,0.23764465945740845,0.06715166219805782,60.480357142857144,5.769551530901239,35.00758928571428,4.567584482085916,47.13169642857143,3.5342511945648507,72.10714285714286,7.260745093457647,4.503571428571428,1.9171975627746332,CA,60500.0
2011-03-31,0.08028225806451612,0.1902697399081924,0.41954339047499334,0.15158558297597927,0.372766996530009,0.0856785883345949,64.58387096774193,6.258543488661109,42.601612903225806,3.7148389684921677,53.464919354838706,3.817341760738692,75.04435483870968,5.891161139358903,5.015322580645161,1.8650421958961458,CA,59500.0
2011-04-30,0.010583333333333328,0.04845315607195607,0.6559939384099152,0.10547132801293603,0.3590305444887118,0.1398834598724027,71.47708333333334,6.19210955374457,44.801249999999996,5.763180498753003,58.187916666666666,5.438016209477514,61.0452380952381,9.162571270763097,5.380833333333333,1.6436946310765526,CA,61000.0
2011-05-31,0.013548387096774193,0.03689949295918796,0.7642683929628292,0.12101592683852626,0.33478987276699657,0.05700533318865189,76.44153225806451,7.524674956363547,47.20241935483871,3.251875131101987,62.229838709677416,5.045382250776612,52.15725806451613,8.964976281685457,5.950806451612903,1.3855952973206096,CA,61000.0
2011-06-30,0.032916666666666664,0.09525393315558782,0.8100232721762191,0.14240793722646217,0.5389110225763611,0.10518759134624522,85.34291666666667,9.574704395439966,55.74791666666667,4.810230749507319,71.01583333333333,7.128768614145293,53.220238095238095,10.911723882942775,5.4775,0.960016388150349,CA,61000.0
2011-07-31,0.0005645161290322581,0.003143092785468561,0.8368241597661958,0.04691402463847835,0.6701580773679475,0.09575775582627993,92.34032258064516,5.313484918187543,60.67165898617511,4.0780868629966855,76.92056451612903,4.596076846510755,51.358870967741936,4.965793610571799,5.206048387096774,0.6874459900583547,CA,61000.0
2011-10-31,0.02084677419354839,0.09730342742805781,0.4432852002576874,0.055354978831407935,0.5157006383069871,0.1441782572954731,78.76612903225806,5.947735207577955,50.05241935483871,5.329492841876506,63.38266129032258,4.796330712789902,65.13594470046083,6.739629974266923,3.644758064516129,1.1379430190111146,CA,60500.0
2011-12-31,0.0018951612903225807,0.006898603177923166,0.251250464832477,0.041921996740848975,0.14239814933813133,0.0548653456133799,58.17903225806452,2.331955070091346,28.592338709677417,4.019252725708882,41.40040322580645,2.7900651199668975,69.94354838709677,10.040378826978952,3.3153225806451614,1.6755804643385883,CA,60500.0
2012-01-31,0.02008064516129032,0.05917922591222271,0.25855684573846827,0.0587762811966026,0.2214582530094675,0.10945409965465175,61.019354838709674,4.010082135886891,32.70685483870968,5.7941222360733065,45.84959677419355,3.929318860437427,71.59619815668202,11.333721617078774,3.8286290322580645,1.617038810953229,CA,60500.0
